Turn: 0
|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|
|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|

|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|
|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|

|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|
|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|

|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|
|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|

|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|
|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|

|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|
|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|

|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|
|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|

|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|
|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|

|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|
|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|



Turn: 101
|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|
|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|

|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|
|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|

|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|
|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|

|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|
|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|

|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|
|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|

|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|
|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|

|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|
|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|

|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|
|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|

|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   1|   1|   0|   1|   1|   1|   1|   1|   1|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|
|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|1 oo|1 oo|0 oo|1 oo|1 oo|1 oo|1 oo|1 oo|1 >>|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|

|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   1|   1|   0|   1|   1|   1|   1|   2|   2|   1|   1|   0|   1|   1|   1|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|
|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|1 oo|1 oo|0 oo|1 oo|1 oo|1 oo|1 oo|1 oo|1 oo|1 oo|1 oo|0 oo|1 oo|1 oo|1 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|

|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   1|   1|   2|   2|   1|   2|   2|   2|   2|   3|   3|   2|   2|   1|   1|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|
|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|1 ^^|1 oo|1 oo|1 oo|1 oo|1 oo|1 oo|1 oo|1 oo|1 oo|1 oo|1 ^^|1 oo|1 oo|1 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|

|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   1|   2|   3|   2|   3|   3|   3|   3|   4|   4|   3|   2|   1|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|
|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|1 oo|1 oo|1 oo|1 ^^|1 oo|1 oo|1 oo|1 oo|1 oo|1 oo|1 oo|1 oo|1 >>|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|

|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   1|   2|   3|   4|   3|   4|   4|   4|   4|   5|   5|   4|   3|   2|   1|   1|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|
|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|1 oo|1 <<|1 oo|1 oo|1 ^^|1 oo|1 ^^|1 oo|1 oo|1 oo|1 oo|1 oo|1 ^^|1 ^^|1 oo|1 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|

|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   1|   2|   3|   4|   5|   4|   5|   5|   5|   5|   6|   5|   4|   3|   2|   1|   0|   1|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|
|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|1 oo|1 oo|1 oo|1 oo|1 <<|1 ^^|1 oo|1 oo|1 ^^|1 oo|1 oo|1 oo|1 oo|1 >>|1 oo|1 oo|0 oo|1 >>|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|

|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   1|   2|   3|   4|   5|   6|   5|   6|   6|   6|   6|   7|   6|   5|   4|   3|   2|   1|   1|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|
|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|1 <<|1 oo|1 oo|1 oo|1 oo|1 oo|1 oo|1 oo|1 ^^|1 oo|1 oo|1 oo|1 oo|1 oo|1 >>|1 oo|1 oo|1 oo|1 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|

|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   1|   1|   2|   3|   4|   5|   6|   7|   6|   7|   7|   7|   7|   8|   7|   6|   5|   4|   3|   2|   2|   1|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|
|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|1 oo|1 oo|1 <<|1 oo|1 <<|1 oo|1 oo|1 oo|1 ^^|1 oo|1 oo|1 oo|1 oo|1 oo|1 oo|1 oo|1 >>|1 >>|1 oo|1 oo|1 oo|1 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|

|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   1|   2|   3|   4|   5|   6|   7|   8|   7|   8|   8|   8|   8|   9|   8|   7|   6|   5|   4|   3|   3|   2|   1|   1|   0|   1|   1|   0|   0|   0|   0|   0|   0|   0|
|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|1 oo|1 <<|1 <<|1 oo|1 oo|1 <<|1 oo|1 oo|1 ^^|1 oo|1 ^^|1 oo|1 ^^|1 oo|1 oo|1 oo|1 >>|1 oo|1 oo|1 ^^|1 oo|1 >>|1 ^^|1 oo|0 oo|1 oo|1 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|

|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   1|   2|   3|   4|   5|   6|   7|   8|   9|   8|   9|   9|   9|   9|  10|   9|   8|   7|   6|   5|   4|   4|   3|   2|   2|   1|   1|   2|   1|   0|   0|   0|   0|   0|   0|
|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|1 oo|1 oo|1 oo|1 <<|1 ^^|1 oo|1 oo|1 oo|1 <<|1 oo|1 oo|1 oo|1 oo|1 oo|1 oo|1 oo|1 oo|1 >>|1 oo|1 oo|1 oo|1 >>|1 oo|1 oo|1 oo|1 oo|1 vv|1 oo|1 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|

|   0|   0|   0|   0|   0|   0|   0|   0|   1|   1|   2|   3|   4|   5|   6|   7|   8|   9|  10|   9|  10|  10|  10|  10|  11|  10|   9|   8|   7|   6|   5|   5|   4|   3|   2|   1|   0|   1|   1|   0|   0|   0|   0|   0|   0|
|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|1 oo|1 oo|1 oo|1 oo|1 oo|1 <<|1 oo|1 oo|1 oo|1 oo|1 oo|1 ^^|1 oo|1 oo|1 ^^|1 oo|1 oo|1 oo|1 oo|1 >>|1 oo|1 >>|1 oo|1 oo|1 oo|1 >>|1 oo|1 >>|0 oo|1 oo|1 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|

|   0|   0|   0|   0|   0|   0|   0|   0|   1|   2|   3|   4|   5|   6|   7|   8|   9|  10|  10|  10|  11|  11|  11|  11|  12|  11|  10|   9|   8|   7|   6|   6|   5|   4|   3|   2|   1|   2|   2|   1|   0|   0|   0|   0|   0|
|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|1 oo|1 oo|1 oo|1 <<|1 oo|1 oo|1 oo|1 oo|1 oo|1 oo|1 oo|1 oo|1 oo|1 oo|1 oo|1 ^^|1 oo|1 oo|1 oo|1 >>|1 >>|1 oo|1 oo|1 oo|1 >>|1 oo|1 oo|1 oo|1 ^^|1 oo|1 oo|1 ^^|0 oo|0 oo|0 oo|0 oo|0 oo|

|   0|   0|   0|   0|   0|   0|   0|   0|   1|   2|   3|   4|   5|   6|   7|   8|   9|  10|   9|  10|  11|  11|  12|  12|  12|  12|  11|  10|   9|   8|   7|   6|   5|   4|   3|   2|   2|   2|   2|   1|   0|   0|   0|   0|   0|
|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|1 oo|1 <<|1 oo|1 <<|1 <<|1 oo|1 oo|1 oo|1 oo|1 oo|1 oo|1 oo|1 oo|1 oo|1 oo|1 oo|1 oo|1 oo|1 oo|1 vv|1 oo|1 oo|1 oo|1 oo|1 oo|1 vv|1 oo|1 oo|1 oo|1 oo|1 oo|1 oo|0 oo|0 oo|0 oo|0 oo|0 oo|

|   0|   0|   0|   0|   0|   0|   0|   0|   0|   1|   2|   3|   4|   5|   6|   7|   8|   9|   8|   9|  10|  10|  11|  11|  11|  11|  10|   9|   8|   7|   6|   5|   4|   3|   2|   1|   2|   1|   1|   0|   0|   0|   0|   0|   0|
|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|1 <<|1 oo|1 oo|1 oo|1 oo|1 oo|1 oo|1 oo|1 oo|1 oo|1 vv|1 oo|1 oo|1 oo|1 oo|1 oo|1 oo|1 vv|1 oo|1 oo|1 oo|1 oo|1 oo|1 oo|1 oo|1 oo|1 oo|1 oo|1 oo|1 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|

|   0|   0|   0|   0|   0|   0|   0|   0|   0|   1|   2|   3|   4|   5|   6|   6|   7|   8|   7|   8|   9|   9|  10|  10|  10|  10|   9|   8|   7|   6|   5|   4|   3|   2|   1|   0|   1|   0|   0|   0|   0|   0|   0|   0|   0|
|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|1 oo|1 oo|1 oo|1 <<|1 oo|1 oo|1 oo|1 oo|1 <<|1 oo|1 <<|1 oo|1 oo|1 oo|1 oo|1 oo|1 >>|1 oo|1 oo|1 >>|1 >>|1 >>|1 oo|1 >>|1 >>|1 oo|0 oo|1 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|

|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   1|   2|   3|   4|   5|   5|   6|   7|   6|   7|   8|   8|   9|   9|   9|  10|   9|   8|   7|   6|   5|   4|   3|   2|   1|   0|   1|   0|   0|   0|   0|   0|   0|   0|   0|
|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|1 <<|1 oo|1 oo|1 oo|1 oo|1 vv|1 oo|1 oo|1 oo|1 oo|1 oo|1 oo|1 <<|1 vv|1 oo|1 oo|1 oo|1 >>|1 >>|1 oo|1 oo|1 >>|1 oo|1 oo|1 oo|0 oo|1 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|

|   0|   0|   0|   0|   0|   0|   0|   0|   0|   1|   1|   2|   3|   3|   4|   4|   5|   6|   5|   6|   7|   7|   8|   8|   8|   9|   8|   8|   7|   6|   5|   4|   3|   2|   1|   0|   1|   0|   0|   0|   0|   0|   0|   0|   0|
|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|1 oo|1 vv|1 oo|1 oo|1 oo|1 oo|1 oo|1 oo|1 oo|1 vv|1 oo|1 oo|1 oo|1 oo|1 vv|1 vv|1 oo|1 oo|1 oo|1 oo|1 oo|1 oo|1 oo|1 oo|1 oo|1 oo|0 oo|1 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|

|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   1|   2|   2|   3|   3|   4|   5|   4|   5|   6|   6|   7|   7|   7|   8|   7|   7|   6|   5|   4|   3|   2|   2|   1|   1|   1|   0|   0|   0|   0|   0|   0|   0|   0|
|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|1 oo|1 oo|1 oo|1 oo|1 vv|1 oo|1 oo|1 vv|1 vv|1 oo|1 oo|1 oo|1 oo|1 oo|1 oo|1 vv|1 oo|1 oo|1 oo|1 oo|1 oo|1 oo|1 oo|1 oo|1 vv|1 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|

|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   1|   1|   2|   2|   3|   4|   3|   4|   5|   5|   6|   6|   6|   7|   6|   6|   5|   4|   3|   2|   1|   1|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|
|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|1 oo|1 oo|1 oo|1 oo|1 oo|1 oo|1 vv|1 oo|1 oo|1 vv|1 oo|1 vv|1 oo|1 <<|1 oo|1 oo|1 oo|1 vv|1 oo|1 vv|1 oo|1 vv|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|

|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   1|   0|   1|   1|   2|   3|   2|   3|   4|   4|   5|   5|   5|   6|   5|   5|   4|   3|   2|   1|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|
|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|1 oo|0 oo|1 oo|1 vv|1 oo|1 oo|1 vv|1 vv|1 oo|1 oo|1 oo|1 oo|1 oo|1 oo|1 vv|1 oo|1 oo|1 oo|1 >>|1 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|

|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   1|   2|   1|   2|   3|   3|   4|   4|   4|   5|   4|   5|   4|   3|   2|   1|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|   0|
|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|1 oo|1 oo|1 vv|1 oo|1 oo|1 oo|1 oo|1 oo|1 oo|1 oo|1 oo|1 oo|1 vv|1 oo|1 vv|1 >>|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|0 oo|

